"District/LEA","District #","School","School #","Private","Charter","T-I Prev.","T-I Curr.","Grades","Address","City","Zip","Map","Link","Stats","Phone","Fax","Chartered By","Opened","Closed","Principal/Director","Principal Name","Principal Email"
"Salt Lake District","36","Liberty School","196","Public","","Title I","Title I","Pre - 6","1090 S ROBERTA ST","SALT LAKE CITY","84111","geo:40.745232,-111.884383","https://liberty.slcschools.org/","https://datagateway.schools.utah.gov/Schools/36196","801-578-8180","801-578-8188","","1978","","Principal","Julia Barrientos","julia.barrientos@slcschools.org"
"Salt Lake District","36","Meadowlark School","216","Public","","Title I","Title I","Pre - 6","497 N MORTON DR","SALT LAKE CITY","84116","geo:40.78039,-111.946604","http://meadowlark.slcschools.org/","https://datagateway.schools.utah.gov/Schools/36216","801-578-8529","801-578-8534","","1976","","Principal","Jennifer Mc Kenna","Jennifer.Mckenna@slcschools.org"
"Salt Lake District","36","Mountain View School","160","Public","","Title I","Title I","Pre - 6","1380 S NAVAJO","SALT LAKE CITY","84104","geo:40.739201,-111.930235","http://mountainview.slcschools.org/","https://datagateway.schools.utah.gov/Schools/36160","801-974-8315","801-974-8332","","1953","","Principal","Jason Finch","jason.finch@slcschools.org"
"Salt Lake District","36","Newman School","220","Public","","Title I","Title I","Pre - 6","1269 N COLORADO ST","SALT LAKE CITY","84116","geo:40.796862,-111.932299","http://newman.slcschools.org/","https://datagateway.schools.utah.gov/Schools/36220","801-578-8537","801-578-8544","","1955","","Principal","Kenneth Limb","Kenneth.Limb@slcschools.org"
"Salt Lake District","36","Nibley Park School","224","Public","","Title I","Title I","Pre - 8","2785 S 800 E","SALT LAKE CITY","84106","geo:40.709851,-111.866747","http://nibleypark.slcschools.org/","https://datagateway.schools.utah.gov/Schools/36224","801-481-4842","801-481-4899","","1953","","Principal","Keslie Green","Keslie.Green@slcschools.org"
"Salt Lake District","36","North Star School","140","Public","","Title I","Title I","Pre - 6","1545 N MORTON DR","SALT LAKE CITY","84116","geo:40.803463,-111.947417","http://northstar.slcschools.org/","https://datagateway.schools.utah.gov/Schools/36140","801-578-8448","801-578-8445","","1999","","Principal","Adrienne Lobato","adrienne.lobato@slcschools.org"
"Salt Lake District","36","Parkview School","242","Public","","Title I","Title I","Pre - 6","970 S EMERY ST","SALT LAKE CITY","84104","geo:40.748402,-111.925564","http://parkview.slcschools.org/","https://datagateway.schools.utah.gov/Schools/36242","801-974-8304","801-974-8329","","1966","","Principal","Kalina Potts","Kalina.Potts@slcschools.org"
"Salt Lake District","36","Rose Park School","252","Public","","Title I","Title I","Pre - 6","1105 W 1000 N","SALT LAKE CITY","84116","geo:40.790517,-111.922755","http://rosepark.slcschools.org/","https://datagateway.schools.utah.gov/Schools/36252","801-578-8554","801-578-8373","","1951","","Principal","Nicole Palmer","nicole.palmer@slcschools.org"
"Salt Lake District","36","Uintah School","268","Public","","","","K - 6","1571 E 1300 S","SALT LAKE CITY","84105","geo:40.742151,-111.84594","http://uintah.slcschools.org/","https://datagateway.schools.utah.gov/Schools/36268","801-584-2940","801-584-2944","","1914","","Principal","Bruce Simpson","bruce.simpson@slcschools.org"
"Salt Lake District","36","Wasatch School","272","Public","","","","K - 6","30 R Street","SALT LAKE CITY","84103","geo:40.779359,-111.895934","http://wasatch.slcschools.org/","https://datagateway.schools.utah.gov/Schools/36272","801-578-8564","801-578-8117","","1977","","Principal","Elias A Zani","Tony.Zani@slcschools.org"
"Salt Lake District","36","Washington School","276","Public","","Title I","Title I","Pre - 6","420 N 200 W","SALT LAKE CITY","84103","geo:40.779359,-111.895934","http://washington.slcschools.org/","https://datagateway.schools.utah.gov/Schools/36276","801-578-8140","801-578-8147","","1977","","Principal","John Kelly","john.kelly@slcschools.org"
"Salt Lake District","36","Whittier School","288","Public","","Title I","Title I","Pre - 6","1600 S 300 E","SALT LAKE CITY","84115","geo:40.734676,-111.883211","http://whittier.slcschools.org/","https://datagateway.schools.utah.gov/Schools/36288","801-481-4846","801-481-4849","","1910","","Principal","Vanessa Jordan","Vanessa.Jordan@slcschools.org"
"San Juan District","25","Blanding School","104","Public","","Title I","Title I","Pre - 5","302 S 100 W","BLANDING","84511","geo:37.62116,-109.480493","https://www.sjsd.org/o/bes","https://datagateway.schools.utah.gov/Schools/25104","435-678-1871","435-678-1877","","1955","","Principal","Michael Johnson","mjohnson4@sjsd.org"
"San Juan District","25","Bluff School","108","Public","","Title I","Title I","Pre - 5","200 W Main","BLUFF","84512","geo:37.28261,-109.56386","https://www.sjsd.org/o/bluffes","https://datagateway.schools.utah.gov/Schools/25108","435-678-1296","435-678-1297","","1956","","Principal","Barbara Silversmith","bsilversmith@sjsd.org"
"San Juan District","25","La Sal School","124","Public","","Title I","Title I","Pre - 3","P O BOX 367 STATE HWY #46","LASAL","84530","geo:38.312817,-109.25179","https://www.sjsd.org/o/lses","https://datagateway.schools.utah.gov/Schools/25124","435-678-1292","435-678-1293","","1955","","Director","Amanda Shupe","ashupe@sjsd.org"
"San Juan District","25","Montezuma Creek School","136","Public","","Title I","Title I","Pre - 6","BOX 630 STATE HWY #262","MONTEZUMA CREEK","84534","geo:37.26067,-109.30469","https://www.sjsd.org/o/mces","https://datagateway.schools.utah.gov/Schools/25136","435-678-1261","435-678-1850","","1983","","Principal","Jenny Atcitty","jatcitty@sjsd.org"
"San Juan District","25","Monticello School","140","Public","","Title I","Title I","Pre - 6","P O BOX 189 197 N 200 W","MONTICELLO","84535","geo:37.875393,-109.346993","https://www.sjsd.org/o/mes","https://datagateway.schools.utah.gov/Schools/25140","435-678-1180","435-678-1179","","1958","","Principal","Jenna Olson","jolson@sjsd.org"
"San Juan District","25","Tse'Bii'Nidzisgai School","148","Public","","Title I","Title I","Pre - 6","10 W MEDICAL DR PO BOX 360448","MONUMENT VALLEY","84536","geo:37.26071,-109.30444","https://www.sjsd.org/o/tes","https://datagateway.schools.utah.gov/Schools/25148","435-678-1286","435-678-1244","","2011","","Principal","Heather Amado","hamado@sjsd.org"
"Scholar Academy","6J","Scholar Academy","100","Public","Charter","Title I","Title I","K - 8","928 N 100 E","TOOELE","84074","geo:40.54846,-112.2953","http://scholarcharter.org/","https://datagateway.schools.utah.gov/Schools/6J100","435-566-6957","435-882-6541","State Charter School Board (SCSB)","2014","","Administrator","Jeffery Hall","jhall@scholarcharter.org"
"Sevier District","26","Ashman School","104","Public","","Title I","Title I","K - 2","70 N 200 W","RICHFIELD","84701","geo:38.768982,-112.087476","http://aes.seviersd.org","https://datagateway.schools.utah.gov/Schools/26104","435-896-8415","435-896-6958","","1906","","Principal","Amee Roundy","amee.roundy@seviersd.org"
"Sevier District","26","Koosharem School","116","Public","","","","K - 6","75 E CENTER","KOOSHAREM","84744","geo:38.51055,-111.879846","http://kes.seviersd.org","https://datagateway.schools.utah.gov/Schools/26116","435-638-7303","435-638-7516","","1901","","Principal","Wesley Torgersen","wesley.torgersen@seviersd.org"
"Sevier District","26","Monroe School","120","Public","","Title I","Title I","K - 5","40 W CENTER ST","MONROE","84754","geo:38.632303,-112.122771","http://mes.seviersd.org","https://datagateway.schools.utah.gov/Schools/26120","435-527-4691","435-527-4660","","1951","","Principal","Chett Heath","chett.heath@seviersd.org"
"Sevier District","26","Pahvant School","124","Public","","Title I","Title I","3 - 5","520 N 300 W","RICHFIELD","84701","geo:38.775421,-112.089034","http://pes.seviersd.org","https://datagateway.schools.utah.gov/Schools/26124","435-896-4403","435-896-9479","","1958","","Principal","Chad Johnson","chad.johnson@seviersd.org"
"Sevier District","26","Salina School","132","Public","","Title I","Title I","K - 5","210 W 300 N","SALINA","84654","geo:38.962184,-111.86366","http://ses.seviersd.org","https://datagateway.schools.utah.gov/Schools/26132","435-529-7462","435-529-7463","","1959","","Principal","Jordan Krahenbuhl","jordan.krahenbuhl@seviersd.org"
"Slope School","SS","Slope School","901","Private","","","","Pre - 9","890 E Quail Valley Drive","PROVO","84604","geo:40.28182,-111.64329","www.slope.school","","801-678-4641","","","2024","","Director","","sarah@slope.school"
"Smart Kids","CE","Smart Kids Redwood","904","Private","","","","Pre - 6","4995 S Redwood Road","TAYLORSVILLE","84123","geo:40.66,-111.938","","","801-268-1142","","","2021","","Administrator","","rae.smartkids@gmail.com"
"Smart Kids","CE","Smart Kids Salt Lake","903","Private","","","","Pre - 6","3868 S 200 E","SALT LAKE CITY","84115","geo:40.687,-111.886","","","801-266-1544","","","2021","","Administrator","","rae.smartkids@gmail.com"
"Smart Kids","CE","Smart Kids West Jordan","905","Private","","","","Pre - 6","7000 S 1800 W","WEST JORDAN","84084","geo:40.624,-111.9407","","","801-566-3731","","","2021","","Administrator","","rae.smartkids@gmail.com"
"Soldier Hollow Charter School","89","Soldier Hollow Charter School","100","Public","Charter","","","Pre - 8","3444 West 3000 South","HEBER CITY","84032","geo:40.4714003,-111.4663796","www.mysoldierhollow.com","https://datagateway.schools.utah.gov/Schools/89100","435-654-1347","435-654-1349","State Charter School Board (SCSB)","1999","","Director","David Phillips","David.Phillips@myshcs.org"
"South Sanpete District","27","Ephraim School","108","Public","","Title I","Title I","Pre - 5","570 S 300 EAST","EPHRAIM","84627","geo:39.357049,-111.586197","https://www.ssanpete.org/ees-home.html","https://datagateway.schools.utah.gov/Schools/27108","435-283-4171","435-283-6892","","1961","","Principal","Darson Jones","ganon.jones@ssanpete.org"
"South Sanpete District","27","Gunnison Valley School","112","Public","","Title I","Title I","Pre - 5","PO BOX 369 550 S 100 E","GUNNISON","84634","geo:39.139133,-111.820379","https://www.ssanpete.org/ges-home.html","https://datagateway.schools.utah.gov/Schools/27112","435-528-7880","435-528-7474","","1961","","Principal","Arleen Jensen","arleen.jensen@ssanpete.org"
"South Sanpete District","27","Manti School","116","Public","","Title I","Title I","Pre - 5","150 W 100 S","MANTI","84642","geo:39.264474,-111.63978","https://www.ssanpete.org/mes-home.html","https://datagateway.schools.utah.gov/Schools/27116","435-835-2271","435-835-2278","","1982","","Principal","David Ipson","david.ipson@ssanpete.org"
"South Summit District","28","Out of State School","108","Public","","","","K - 6","OUT OF STATE","WYOMING","XXXXX","geo:0,0","","https://datagateway.schools.utah.gov/Schools/28108","","","","1970","","Director","",""
"South Summit District","28","Silver Summit School","105","Public","","","","K - 5","6409 N. Business Loop Rd","PARK CITY","84098","geo:40.72264800079606,-111.4858392451139","https://www.ssummit.org/o/silver-summit-elementary","https://datagateway.schools.utah.gov/Schools/28105","435-783-4010","435-783-4501","","2017","","Principal","Jeffrey Greiner","jgreiner@ssummit.org"
"South Summit District","28","South Summit School","104","Public","","Title I","Title I","Pre - 4","535 E 300 S","KAMAS","84036","geo:40.638896,-111.26908","https://www.ssummit.org/o/elementary","https://datagateway.schools.utah.gov/Schools/28104","435-783-4318","435-783-2805","","1983","","Principal","Lisa Flinders","lflinders@ssummit.org"
"Summit Academy","A4","Summit Academy","100","Public","Charter","Title I","Title I","Pre - 8","1285 E 13200 S","DRAPER","84020","geo:40.512294,-111.853875","http://www.summitacademyschools.org","","801-572-4166","801-572-4169","State Charter School Board (SCSB)","2004","","Principal","Jeffrey Wyant","jeff.wyant@summitacademyschools.org"
"Summit Academy","A4","Summit Academy - Bluffdale","310","Public","Charter","Title I","Title I","Pre - 6","1940 W. 14400 S","BLUFFDALE","84065","geo:40.4899731,-111.9475417","http://www.summitacademyschools.org","","801-254-9488","801-254-9355","State Charter School Board (SCSB)","2016","","Principal","Diana Brantley","diana.brantley@summitacademyschools.org"
"Summit Academy","A4","Summit Academy - Independence","300","Public","Charter","Title I","Title I","Pre - 8","15327 S. Noell Nelson Drive","BLUFFDALE","84065","geo:40.47587,-111.9202","http://www.summitacademyschools.org","","801-987-8755","","State Charter School Board (SCSB)","2014","","Principal","Lisa Cutler","lisa.cutler@summitacademyschools.org"
"Syracuse Arts Academy","4D","Syracuse Arts Academy - North","110","Public","Charter","Title I","Title I","K - 6","357 South 1550 West","SYRACUSE","84075","geo:41.110606,-112.054288","www.SyracuseArtsAcademy.org","https://datagateway.schools.utah.gov/Schools/4D110","801-827-0540","801-774-9270","State Charter School Board (SCSB)","2015","","Principal","Jeffrey Marchant","jmarchant@saacharter.org"
"Syracuse Arts Academy","4D","Syracuse Arts Academy South","115","Public","Charter","","","K - 9","2211 W 3060 S","SYRACUSE","84075","geo:41.082221,-112.083805","syracuseartsacademy.org","https://datagateway.schools.utah.gov/Schools/4D115","801-784-5211","","State Charter School Board (SCSB)","2025","","Principal","Michele Parry","miparry@saacharter.org"
"The Center for Creativity Innovation and Discovery","2L","The Center for Creativity Innovation and Discovery","300","Public","Charter","Title I","Title I","K - 8","PO Box 693","PROVIDENCE","84332","geo:41.7147965,-111.8225481","ccidschool.org","https://datagateway.schools.utah.gov/Schools/2L300","435-258-7097","435-994-3379","State Charter School Board (SCSB)","2017","","Director","Melia Balls","melia.balls@ccidschool.org"
"The Kids Patch","PH","The Kids Patch","901","Private","","","","Pre - 6","1964 N 400 E Suite A","OGDEN","84414","geo:41.29359,-111.96729","thekidspatch.net","","801-425-1079","","","2025","","Administrator","","thepatching@gmail.com"
"Thomas Edison","94","Thomas Edison","100","Public","Charter","","","K - 8","180 E 2600 N","NORTH LOGAN","84341","geo:41.779644,-111.829157","http://www.thomased.org","https://datagateway.schools.utah.gov/Schools/94100","435-787-2820","435-787-0299","State Charter School Board (SCSB)","2002","","Principal","Brad Larsen","blarsen@edisoncs.org"
"Time For Families - Davis County","TF","Time For Families - Davis County","901","Private","","","","Pre - 6","440 N Kays Drive","KAYSVILLE","84037","geo:41.041,-111.956","timeforfamiliesdaviscounty.com","","801-544-9700","801-498-7937","","2021","","Administrator","","timeforfamiliesdaviscounty@gmail.com"
"Timpanogos Academy","95","Timpanogos Academy","110","Public","Charter","","","K - 6","70 S TITAN TRAIL","LINDON","84042","geo:40.33677,-111.712967","http://www.timpacademy.org","https://datagateway.schools.utah.gov/Schools/95110","801-785-4979","801-785-9690","State Charter School Board (SCSB)","2002","","Principal","Errol Porter","eporter@timpacademy.org"
"Tintic District","29","Eureka School","108","Public","","Title I","Title I","Pre - 6","P O BOX 170 55 E MAIN","EUREKA","84628","geo:39.956496,-112.113332","http://www.tintic.k12.ut.us/ees/","https://datagateway.schools.utah.gov/Schools/29108","435-433-6927","435-433-6622","","1982","","Principal","Karen Kramer","kkramer@tintic.org"
"Tintic District","29","West Desert High School","112","Public","","","","Pre - 6","440 TROUT CREEK","TROUT CREEK","84083","geo:39.691005,-113.830061","http://www.tintic.k12.ut.us/wdhs/wdhs.htm","https://datagateway.schools.utah.gov/Schools/29112","435-693-3193","435-693-3193","","1979","","Principal","Karen Kramer","kkramer@tintic.org"
"Tooele District","30","Anna Smith School","140","Public","","Title I","Title I","Pre - 6","P O BOX 879 731 N ARIA","WENDOVER","84083","geo:40.741635,-114.043149","https://annasmithelementary.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30140","435-665-0470","435-665-7562","","1982","","Principal","Gina Ruiz","gruiz@tooeleschools.org"
"Tooele District","30","Copper Canyon School","102","Public","","Title I","","Pre - 6","1600 N BROADWAY","TOOELE","84074","geo:40.559791,-112.28834","https://coppercanyonelementary.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30102","435-843-3820","435-843-3824","","2004","","Principal","Terri Chynoweth","tchynoweth@tooeleschools.org"
"Tooele District","30","Grantsville School","108","Public","","","","Pre - 6","50 S PARK ST","GRANTSVILLE","84029","geo:40.599364,-112.468246","https://grantsvilleelementary.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30108","435-884-9991","435-884-9992","","1953","","Principal","Candy Raleigh","craleigh@tooeleschools.org"
"Tooele District","30","Ibapah School","116","Public","","Title I","Title I","K - 6","116 EAGLE'S NEST PO Box 6087","IBAPAH","84034","geo:40.036646,-113.985915","","https://datagateway.schools.utah.gov/Schools/30116","435-234-1113","435-234-1175","","1960","","Principal","Gina Ruiz","gruiz@tooeleschools.org"
"Tooele District","30","Middle Canyon School","128","Public","","","","K - 6","751 E 1000 N","TOOELE","84074","geo:40.55201,-112.278242","https://middlecanyonelementary.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30128","435-833-1906","435-843-3802","","2002","","Principal","Kimberly Brady","kibrady@tooeleschools.org"
"Tooele District","30","Northlake School","132","Public","","Title I","Title I","Pre - 6","268 N COLEMAN","TOOELE","84074","geo:40.53548,-112.312561","https://northlakeelementary.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30132","435-833-1940","435-833-1943","","1982","","Principal","Stephanie Lindsay","slindsay@tooeleschools.org"
"Tooele District","30","Old Mill School","152","Public","","","","Pre - 6","130 E Brigham Rd","STANSBURY PARK","84074","geo:40.650893,-112.301576","www.tooeleschools.org","https://datagateway.schools.utah.gov/Schools/30152","435-833-1900","","","2017","","Principal","Gailynn Warr","gwarr@tooeleschools.org"
"Tooele District","30","Overlake School","134","Public","","","","K - 6","2052 N 170 W","TOOELE","84074","geo:40.566511,-112.306321","https://overlakeelementary.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30134","435-843-3805","435-843-3809","","2002","","Principal","Amy Burge","aburge@tooeleschools.org"
"Tooele District","30","Rose Springs School","124","Public","","","","Pre - 6","5349 N INSBROOK PLACE","STANSBURY PARK","84074","geo:40.626159,-112.293675","https://rosespringselementary.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30124","435-833-9015","435-833-9207","","2005","","Principal","Kelly Hranicky","khranicky@tooeleschools.org"
"Tooele District","30","Settlement Canyon School","138","Public","","","Title I","K - 6","935 WEST TIMPIE ROAD","TOOELE","84074","geo:40.513954,-112.322266","https://settlementcanyonelementary.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30138","435-882-4597","435-882-0760","","2007","","Principal","Camille Hanson","chanson@tooeleschools.org"
"Tooele District","30","Stansbury Park School","120","Public","","","","Pre - 6","485 COUNTRY CLUB DR","STANSBURY PARK","84074","geo:40.644873,-112.289566","https://stansburyparkelementary.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30120","435-833-1968","435-833-1972","","1980","","Principal","Ronda Silva","rsilva@tooeleschools.org"
"Tooele District","30","Sterling School","150","Public","","Title I","Title I","Pre - 6","251 N. 1st St.","TOOELE","84074","geo:40.5357494,-112.2939659","","https://datagateway.schools.utah.gov/Schools/30150","435-882-9001","435-833-1965","","2016","","Principal","Kenna Aagard","kaagard@tooeleschools.org"
"Tooele District","30","Twenty Wells Elementary","144","Public","","","","Pre - 6","636 E Nygreen","GRANTSVILLE","84029","geo:40.5783,-112.43632","","https://datagateway.schools.utah.gov/Schools/30144","435-833-1900","","","2022","","Principal","Jeff Zaleski","jzaleski@tooeleschools.org"
"Tooele District","30","Vernon School","136","Public","","","","K - 6","70 N MAIN","VERNON","84080","geo:40.093523,-112.432995","https://vernonelementary.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30136","435-839-3433","435-839-3433","","1929","","Administrator","Jalynn Livingston","jlivingston@tooeleschools.org"
"Tooele District","30","West School","142","Public","","","","Pre - 6","451 W 300 S","TOOELE","84074","geo:40.524765,-112.310938","https://westelementary.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30142","435-833-1931","435-833-1933","","1959","","Principal","Thomas Trotter","ttrotter@tooeleschools.org"
"Tooele District","30","Willow School","146","Public","","","","K - 6","439 S WILLOW ST","GRANTSVILLE","84029","geo:40.587628,-112.448309","https://willowelementary.tooeleschools.org/","https://datagateway.schools.utah.gov/Schools/30146","435-884-4527","435-884-4531","","2002","","Principal","Alison Newkirk","anewkirk@tooeleschools.org"
"Treeside Charter School","7L","Treeside Charter School","110","Public","Charter","Title I","Title I","K - 6","34 E 1700 S Suite 132","PROVO","84606","geo:40.21126,-111.65789","treesidecharter.org","https://datagateway.schools.utah.gov/Schools/7L110","385-309-1668","385-557-5237","State Charter School Board (SCSB)","2017","","Administrator","Rachel Brunson","rbrunson@treesidecharter.org"
"Uintah District","31","Ashley School","100","Public","","Title I","Title I","K - 5","350 N 1150 W","VERNAL","84078","geo:40.460715,-109.549978","http://www.uintah.net/schools/Ashley%20Elementary/ashleyindex.html","https://datagateway.schools.utah.gov/Schools/31100","435-781-3170","435-781-3178","","1961","","Principal","Tawna Baumgardner","tawna.baumgardner@uintah.net"
"Uintah District","31","Davis School","110","Public","","Title I","Title I","K - 5","4101 S 2500 E","VERNAL","84078","geo:40.396841,-109.478774","http://www.davisdragons.net/index.html","https://datagateway.schools.utah.gov/Schools/31110","435-781-3155","435-781-3193","","1984","","Principal","Cristine Labrum","cris.labrum@uintah.net"
"Uintah District","31","Discovery School","114","Public","","","","K - 5","650 W 1200 S","VERNAL","84078","geo:40.438059,-109.541226","http://www.discoveryfoxes.net/default.html","https://datagateway.schools.utah.gov/Schools/31114","435-781-3146","435-781-3147","","1980","","Principal","Tammy Christensen","tammy.christensen@uintah.net"
"Uintah District","31","Eagle View School","115","Public","","Title I","Title I","K - 8","301 North 5750 East","ROOSEVELT","84066","geo:40.301986,-109.893804","http://www.uintah.net/schools/Eagle%20View/eagleviewindex.html","https://datagateway.schools.utah.gov/Schools/31115","435-722-2247","435-722-2240","","2008","","Principal","Christopher Jones","chris.jones@uintah.net"
"Uintah District","31","Lapoint School","116","Public","","Title I","Title I","K - 5","HC67 Box 151 East","LAPOINT","84039","geo:40.401202,-109.798611","http://www.uintah.net/schools/Lapoint%20Elementary/lapointindex.html","https://datagateway.schools.utah.gov/Schools/31116","435-247-2637","435-247-2639","","1984","","Principal","Emily Arnold","emily.arnold@uintah.net"
"Uintah District","31","Maeser School","120","Public","","","","K - 5","2670 W 1000 N","VERNAL","84078","geo:40.470942,-109.579752","http://www.uintah.net/schools/Maeser%20Elementary/maeserindex.html","https://datagateway.schools.utah.gov/Schools/31120","435-781-3160","435-781-3162","","1970","","Principal","Mallory Hoffart","mallory.hoffart@uintah.net"
"Uintah District","31","Naples School","124","Public","","Title I","Title I","K - 5","635 W 200 S","VERNAL","84078","geo:40.427275,-109.496949","http://www.napleselementary.net/default.html","https://datagateway.schools.utah.gov/Schools/31124","435-781-3150","435-781-3152","","1966","","Principal","Deanna Martineau","deanna.martineau@uintah.net"
"Uintah District","31","Uintah Online School","350","Public","","","","K - 8","PO Box 274","VERNAL","84078","geo:40.452565,-109.540758","","https://datagateway.schools.utah.gov/Schools/31350","435-781-3100","435-820-3158","","2007","","Principal","","andrea.mckea@uintah.net"
"Utah Catholic Schools","FC","Blessed Sacrament School","912","Private","","","","Pre - 8","1745 E 9800 S","SANDY","84092","geo:40.57363,-111.842276","utbscs.org","","801-572-5311","","","1900","","Principal","Bryan Penn","bpenn@blessedsacschool.org"
"Utah Catholic Schools","FC","J E Cosgriff Memorial","907","Private","","","","Pre - 8","2335 REDONDO AVE","SALT LAKE CITY","84108","geo:40.727641,-111.823819","www.cosgriff.org","","801-486-3197","801-484-8270","","1900","","Principal","Mary Thorne","mthorne@cosgriff.org"
"Utah Catholic Schools","FC","Kearns - St. Ann","908","Private","","","","Pre - 8","430 E 2100 S","SALT LAKE CITY","84115","geo:40.724771,-111.878582","","","801-486-0741","801-486-0742","","1900","","Principal","Dominique Aragon","daragon@ksaschool.org"
"Utah Catholic Schools","FC","Madeleine Choir School","922","Private","","","","Pre - 8","205 FIRST AVENUE","SALT LAKE CITY","84103","geo:40.771141,-111.882744","www.utmcs.org","","801-323-9850","801-323-0581","","1997","","Principal","Megan Randazzo","mrandazzo@utmcs.org"
"Utah Catholic Schools","FC","Our Lady of Lourdes","921","Private","","","","K - 8","1065 E 700 S","SALT LAKE CITY","84102","geo:40.754461,-111.860456","","","801-364-5624","801-364-0925","","1900","","Principal","Patrick Reeder","principal@lourdesschool.org"
"Utah Catholic Schools","FC","St. Andrew Catholic School","925","Private","","","","K - 8","11835 South 3600 West","RIVERTON","84065","geo:40.536234,-111.974535","www.saintandrew-school.com","","801-253-6016","","","2008","","Principal","Holly Groves","hollygroves@standrewut.org"
"Utah Catholic Schools","FC","St. Francis Xavier Regional Sch","902","Private","","","","Pre - 8","4501 W 5215 S","KEARNS","84118","geo:40.655776,-111.998177","","","801-966-1571","801-966-1639","","1900","","Principal","","hbrown@stfxcs.org"
"Utah Catholic Schools","FC","St. John The Baptist Elem.","915","Private","","","","Pre - 5","300 E 11800 S","DRAPER","84020","geo:40.535584,-111.881942","","","801-984-7123","801-984-7122","","1999","","Principal","Gina Parker","ginaparker@sbjelementary.org"
"Utah Catholic Schools","FC","St. Marguerite Catholic School","923","Private","","","","Pre - 6","15 SOUTH 7TH STREET","TOOELE","84074","geo:40.530217,-112.283351","stmargschool.org","","435-882-0081","435-882-3866","","2007","","Principal","Christine Nielsen","cnielsen@stmargschool.org"
"Utah Catholic Schools","FC","St. Olaf Catholic Elem.","901","Private","","","","Pre - 8","1793 ORCHARD DR","BOUNTIFUL","84010","geo:40.871381,-111.876093","www.stolafs.org","","801-295-5341","801-295-5915","","1900","","Principal","Christine Bergquist","tbergquist@stolafs.org"
"Utah Catholic Schools","FC","St. Vincent de Paul Elementary","911","Private","","","","Pre - 8","1385 E SPRING LANE","SALT LAKE CITY","84117","geo:40.661298,-111.852842","","","801-277-6702","801-424-0450","","1900","","Principal","Garold Green","office@stvincents-school.org"
"Utah Catholic Schools","FC","Utah Catholic Schools","927","Private","","","","K - 5","27 C STREET","SALT LAKE CITY","84103","geo:40.769804,-111.880047","","","801-328-8641","801-328-9680","","2008","","Superintendent","Nichole Ward","nikki.ward@dioslc.org"
"Utah Lutheran Schools","FL","Christ Lutheran Elem","904","Private","","","","Pre - 8","240 E 5600 S","MURRAY","84107","geo:40.648558,-111.884795","","","801-266-8714","801-266-8799","","1900","","Principal","Corey Brandenburger","cmjb1219@earthlink.net"
"Utah Lutheran Schools","FL","Grace Lutheran School","913","Private","","","","Pre - 6","1815 E 9800 S","SANDY","84092","geo:40.573987,-111.840272","","","801-572-3793","","","1900","","Principal","Dennis Fangmann",""
"Utah Lutheran Schools","FL","Redeemer Lutheran","910","Private","","","","K - 8","1955 E STRATFORD","SALT LAKE CITY","84106","geo:40.71578,-111.83516","","","801-487-6283","","","1900","","Principal","Leland Duffin","admissions@rlcs-slc.org"
"Utah Lutheran Schools","FL","Trinity Lutheran School","920","Private","","","","Pre - 8","2260 EAST RED CLIFFS DRIVE","SAINT GEORGE","84790","geo:37.122315,-113.536162","www.trinitystgeorge.org","","435-628-6115","","","1993","","Principal","Duane Nyen","office@trinitystgeorge.org"
"Utah Schools for the Deaf and the Blind","41","Blind South","411","Public","","","","Pre - 6","424 South 350 East","OREM","84058","geo:40.289173,-111.6894832","http://www.usdb.org","https://datagateway.schools.utah.gov/Schools/41411","801-629-4718","801-464-2054","","2017","","Coordinator","",""
"Valley Academy","8H","Valley Academy","100","Public","Charter","Title I","Title I","K - 3","539 N 870 W","HURRICANE","84737","geo:37.187385,-113.290479","http://www.valleyacademycharter.com/","https://datagateway.schools.utah.gov/Schools/8H100","435-635-7815","","State Charter School Board (SCSB)","2012","","Director","Tracy Stevens","tracy@valleyacademycharter.com"
"Valor Preparatory Academy","VP","Valor Preparatory Academy","901","Private","","","","Pre - 8","6913 E Rembrandt Ave","MESA","85212","geo:40.66314,-111.90408","www.vpaschools.org","","385-217-4555","","","2021","","Director","","rnelsen@charter.one"
"Vista School","2G","Vista School","100","Public","Charter","Title I","Title I","K - 9","585 E CENTER STREET","IVINS","84738","geo:37.168762,-113.666325","http://www.vistautah.com","https://datagateway.schools.utah.gov/Schools/2G100","435-673-4110","435-256-6433","State Charter School Board (SCSB)","2009","","Director","Justin Blasko","jblasko@vistautah.com"
